,loss,val_loss
0,886178.875,800773.75
1,740350.4375,678119.5625
2,635721.3125,591002.9375
3,559035.9375,524598.375
4,499132.4375,471317.375
5,450290.03125,427109.625
6,409317.53125,389574.90625
7,374251.875,357165.25
8,343792.65625,328823.875
9,317028.375,303784.9375
10,293293.65625,281483.84375
11,272086.09375,261485.328125
12,253017.296875,243448.453125
13,235779.515625,227100.3125
14,220125.125,212220.59375
15,205851.921875,198626.109375
16,192791.90625,186165.46875
17,180804.875,174710.390625
18,169771.875,164152.25
19,159591.625,154398.28125
20,150177.015625,145367.15625
21,141452.609375,136989.46875
22,133352.578125,129203.6171875
23,125819.4375,121956.4921875
24,118802.375,115200.5546875
25,112256.5859375,108893.5703125
26,106142.1640625,102997.9921875
27,100423.5,97480.1640625
28,95068.796875,92310.703125
29,90049.4609375,87462.296875
30,85339.6875,82910.5078125
31,80916.0234375,78633.328125
32,76757.578125,74610.171875
33,72845.1015625,70823.484375
34,69161.0703125,67256.7890625
35,65689.59375,63894.1796875
36,62416.05078125,60722.234375
37,59327.140625,57728.23046875
38,56410.56640625,54900.3515625
39,53655.04296875,52227.37109375
40,51050.1484375,49700.30078125
41,48586.44921875,47309.05078125
42,46254.96484375,45045.76171875
43,44047.44140625,42902.28125
44,41956.4453125,40871.37109375
45,39974.83984375,38946.1640625
46,38096.140625,37120.7265625
47,36314.25390625,35389.203125
48,34623.4765625,33745.1953125
49,33018.6171875,32184.59765625
50,31494.7109375,30702.748046875
51,30047.1328125,29294.77734375
52,28671.630859375,27956.53125
53,27364.216796875,26684.2421875
54,26121.10546875,25474.841796875
55,24938.8046875,24323.78515625
56,23813.98046875,23228.771484375
57,22743.58203125,22186.71875
58,21724.701171875,21194.583984375
59,20754.5859375,20249.5859375
60,19830.71484375,19349.71484375
61,18950.630859375,18492.189453125
62,18112.10546875,17675.408203125
63,17312.990234375,16896.935546875
64,16551.208984375,16154.3251953125
65,15824.9287109375,15446.8056640625
66,15132.412109375,14771.7138671875
67,14471.8447265625,14127.724609375
68,13841.671875,13513.333984375
69,13240.408203125,12927.189453125
70,12666.6455078125,12367.80859375
71,12118.9736328125,11833.4326171875
72,11596.11328125,11323.634765625
73,11096.91015625,10836.7783203125
74,10620.20703125,10371.7900390625
75,10164.87890625,9927.3994140625
76,9729.9921875,9503.1708984375
77,9314.513671875,9097.7783203125
78,8917.5185546875,8710.58203125
79,8538.15625,8340.3857421875
80,8175.63720703125,7986.80712890625
81,7829.10693359375,7648.32080078125
82,7497.814453125,7325.12939453125
83,7180.994140625,7015.65087890625
84,6878.04833984375,6720.04150390625
85,6588.359375,6437.16943359375
86,6311.25244140625,6166.83056640625
87,6046.16796875,5907.90966796875
88,5792.57568359375,5660.28857421875
89,5549.97021484375,5423.33056640625
90,5317.8251953125,5196.7802734375
91,5095.71142578125,4979.82763671875
92,4883.150390625,4772.244140625
93,4679.69873046875,4573.77490234375
94,4484.9580078125,4383.46240234375
95,4298.599609375,4201.42138671875
96,4120.23486328125,4027.207275390625
97,3949.4658203125,3860.5048828125
98,3785.9365234375,3700.606201171875
99,3629.352783203125,3547.6396484375
100,3479.4189453125,3401.432861328125
101,3335.8212890625,3261.015380859375
102,3198.31884765625,3126.875732421875
103,3066.616943359375,2998.003662109375
104,2940.48876953125,2875.02978515625
105,2819.676025390625,2756.825439453125
106,2703.96826171875,2644.052001953125
107,2593.14501953125,2535.525634765625
108,2486.959228515625,2431.775390625
109,2385.20751953125,2332.361572265625
110,2287.717529296875,2237.07373046875
111,2194.28173828125,2145.77685546875
112,2104.736328125,2058.1044921875
113,2018.9161376953125,1974.378173828125
114,1936.71044921875,1894.1331787109375
115,1858.005126953125,1817.125732421875
116,1782.5989990234375,1743.3359375
117,1710.252685546875,1672.6453857421875
118,1640.8446044921875,1604.6964111328125
119,1574.3770751953125,1539.9390869140625
120,1510.6505126953125,1477.5906982421875
121,1449.5440673828125,1417.961181640625
122,1390.9813232421875,1360.551025390625
123,1334.8668212890625,1306.0703125
124,1281.1163330078125,1253.1824951171875
125,1229.6165771484375,1203.0836181640625
126,1180.3077392578125,1154.8280029296875
127,1132.9954833984375,1108.7052001953125
128,1087.6221923828125,1064.3817138671875
129,1044.113037109375,1021.5992431640625
130,1002.4763793945312,981.2754516601562
131,962.6821899414062,942.2405395507812
132,924.565673828125,904.9877319335938
133,887.957275390625,869.1363525390625
134,852.8531494140625,834.6896362304688
135,819.2311401367188,802.1143188476562
136,787.0443115234375,770.5179443359375
137,756.194091796875,740.294189453125
138,726.6307373046875,711.4210815429688
139,698.3067626953125,683.788330078125
140,671.2088623046875,657.2571411132812
141,645.2138671875,631.9169311523438
142,620.3349609375,607.5213012695312
143,596.5192260742188,584.2462768554688
144,573.6761474609375,561.908935546875
145,551.8206787109375,540.6253051757812
146,530.9396362304688,520.1964111328125
147,510.899658203125,500.5785827636719
148,491.6466369628906,481.76690673828125
149,473.2265319824219,463.6750183105469
150,455.6531982421875,446.69293212890625
151,438.94842529296875,430.3252258300781
152,422.8495178222656,414.610107421875
153,407.3490905761719,399.4213562011719
154,392.5071716308594,384.9159240722656
155,378.3245544433594,371.0147705078125
156,364.7440490722656,357.7463684082031
157,351.7328186035156,345.1701965332031
158,339.38580322265625,333.25201416015625
159,327.5256652832031,321.5303955078125
160,316.1779479980469,310.46484375
161,305.3594055175781,299.88336181640625
162,295.1548767089844,290.0268249511719
163,285.3934020996094,280.3340759277344
164,275.933349609375,271.0386047363281
165,266.83624267578125,262.1820373535156
166,258.12579345703125,253.7364044189453
167,249.79794311523438,245.57794189453125
168,241.85768127441406,237.8032684326172
169,234.1749267578125,230.39697265625
170,226.8277587890625,223.18893432617188
171,219.86981201171875,216.41891479492188
172,213.29843139648438,210.08062744140625
173,206.91441345214844,203.74147033691406
174,200.8346710205078,197.874755859375
175,195.00296020507812,192.03074645996094
176,189.3553009033203,186.48818969726562
177,183.87855529785156,181.11721801757812
178,178.58084106445312,175.95794677734375
179,173.5160675048828,170.97549438476562
180,168.68972778320312,166.3743133544922
181,164.0491485595703,161.7441864013672
182,159.61326599121094,157.4212646484375
183,155.28382873535156,153.16392517089844
184,151.098388671875,149.02357482910156
185,147.04592895507812,145.03294372558594
186,143.15025329589844,141.30047607421875
187,139.41209411621094,137.61517333984375
188,135.9336395263672,134.28363037109375
189,132.5738067626953,130.85366821289062
190,129.2205810546875,127.60636138916016
191,125.93863677978516,124.30184936523438
192,122.74861907958984,121.20155334472656
193,119.7215805053711,118.23637390136719
194,116.8116455078125,115.3860855102539
195,114.0136489868164,112.70411682128906
196,111.30648040771484,110.01473236083984
197,108.71796417236328,107.51657104492188
198,106.2333984375,105.10469818115234
199,103.79444122314453,102.57451629638672
200,101.39321899414062,100.23446655273438
201,99.1124038696289,98.02802276611328
202,96.92534637451172,95.92660522460938
203,94.77922821044922,93.76898193359375
204,92.7208251953125,91.74117279052734
205,90.7325668334961,89.78526306152344
206,88.78202056884766,87.87388610839844
207,86.89690399169922,86.08726501464844
208,85.06259155273438,84.22903442382812
209,83.2798843383789,82.43746948242188
210,81.54308319091797,80.75619506835938
211,79.86646270751953,79.100341796875
212,78.22518920898438,77.46345520019531
213,76.64640045166016,75.95182800292969
214,75.13973999023438,74.42965698242188
215,73.6620864868164,72.99030303955078
216,72.23779296875,71.5896987915039
217,70.85330963134766,70.21372985839844
218,69.49421691894531,68.88873291015625
219,68.15933227539062,67.60331726074219
220,66.86708068847656,66.31403350830078
221,65.60549926757812,65.14301300048828
222,64.38306427001953,63.81687927246094
223,63.1653938293457,62.627845764160156
224,61.98954772949219,61.476688385009766
225,60.84016799926758,60.35271453857422
226,59.71692657470703,59.22800827026367
227,58.65361785888672,58.1849365234375
228,57.60588455200195,57.16303253173828
229,56.58921813964844,56.19290542602539
230,55.600040435791016,55.178977966308594
231,54.639801025390625,54.22698211669922
232,53.69327926635742,53.30169677734375
233,52.752769470214844,52.343326568603516
234,51.834259033203125,51.48123550415039
