,loss,val_loss
0,886227.25,800814.75
1,740390.4375,678154.75
2,635755.5625,591032.9375
3,559065.8125,524625.1875
4,499158.96875,471341.15625
5,450314.0,427131.1875
6,409339.25,389594.53125
7,374271.625,357183.53125
8,343810.84375,328840.53125
9,317045.15625,303800.25
10,293309.15625,281498.28125
11,272100.46875,261498.5625
12,253030.609375,243460.765625
13,235791.953125,227111.875
14,220136.8125,212231.359375
15,205862.796875,198636.21875
16,192802.078125,186175.09375
17,180814.40625,174719.28125
18,169780.75,164160.796875
19,159600.0,154406.234375
20,150184.921875,145374.671875
21,141460.046875,136996.296875
22,133359.578125,129210.234375
23,125826.0625,121962.7109375
24,118808.625,115206.4765625
25,112262.515625,108899.015625
26,106147.7421875,103003.21875
27,100428.78125,97485.15625
28,95073.7890625,92315.7734375
29,90054.1875,87466.8359375
30,85344.125,82914.609375
31,80920.2734375,78637.3125
32,76761.6171875,74614.1484375
33,72848.9375,70827.1640625
34,69164.6875,67260.2265625
35,65693.0390625,63897.25
36,62419.34375,60725.4453125
37,59330.265625,57731.1640625
38,56413.5390625,54903.28125
39,53657.8671875,52230.15234375
40,51052.890625,49702.8515625
41,48588.99609375,47311.8828125
42,46257.3671875,45048.14453125
43,44049.8203125,42904.6328125
44,41958.67578125,40873.51171875
45,39977.0078125,38948.4453125
46,38098.18359375,37122.98046875
47,36316.19140625,35390.96484375
48,34625.3515625,33747.10546875
49,33020.3515625,32186.4765625
50,31496.32421875,30704.248046875
51,30048.70703125,29296.328125
52,28673.158203125,27958.048828125
53,27365.65625,26685.921875
54,26122.451171875,25476.064453125
55,24940.09375,24325.03125
56,23815.22265625,23230.296875
57,22744.796875,22187.994140625
58,21725.859375,21195.595703125
59,20755.71484375,20250.69921875
60,19831.802734375,19350.923828125
61,18951.666015625,18493.60546875
62,18113.09765625,17676.775390625
63,17313.904296875,16897.71875
64,16552.10546875,16155.322265625
65,15825.7841796875,15447.3984375
66,15133.1640625,14772.3349609375
67,14472.525390625,14128.30859375
68,13842.30859375,13513.8193359375
69,13241.0029296875,12927.58984375
70,12667.1689453125,12368.134765625
71,12119.46875,11833.9091796875
72,11596.6181640625,11324.1025390625
73,11097.3798828125,10836.9951171875
74,10620.6474609375,10372.2255859375
75,10165.3310546875,9927.8974609375
76,9730.3837890625,9503.69140625
77,9314.8408203125,9098.271484375
78,8917.8193359375,8710.8369140625
79,8538.42578125,8340.5869140625
80,8175.8046875,7986.763671875
81,7829.18115234375,7648.3779296875
82,7497.82177734375,7324.91943359375
83,7181.025390625,7015.775390625
84,6878.10888671875,6720.32080078125
85,6588.43408203125,6437.341796875
86,6311.37841796875,6166.94775390625
87,6046.3310546875,5907.99365234375
88,5792.75,5660.47705078125
89,5550.13623046875,5423.4970703125
90,5318.0546875,5197.11328125
91,5095.9423828125,4979.96142578125
92,4883.34716796875,4772.39013671875
93,4679.9072265625,4573.80322265625
94,4485.23046875,4383.73388671875
95,4298.88330078125,4201.76171875
96,4120.4814453125,4027.330322265625
97,3949.685302734375,3860.529541015625
98,3786.1796875,3701.029541015625
99,3629.639404296875,3548.015625
100,3479.71875,3401.757080078125
101,3336.16015625,3261.31494140625
102,3198.655029296875,3126.89501953125
103,3066.93505859375,2998.3232421875
104,2940.781005859375,2875.12841796875
105,2819.93896484375,2756.884521484375
106,2704.150146484375,2643.895751953125
107,2593.208740234375,2535.408447265625
108,2486.915771484375,2431.595947265625
109,2385.0810546875,2332.0498046875
110,2287.53955078125,2236.71875
111,2194.094482421875,2145.492431640625
112,2104.5244140625,2057.93212890625
113,2018.705322265625,1974.0938720703125
114,1936.4910888671875,1893.73974609375
115,1857.71728515625,1816.7178955078125
116,1782.210205078125,1742.889404296875
117,1709.81982421875,1672.0826416015625
118,1640.472412109375,1604.524169921875
119,1574.0538330078125,1539.4305419921875
120,1510.3890380859375,1477.4586181640625
121,1449.38134765625,1417.6297607421875
122,1390.9168701171875,1360.4345703125
123,1334.87353515625,1305.704833984375
124,1281.193603515625,1253.3035888671875
125,1229.774169921875,1203.1502685546875
126,1180.5272216796875,1154.865234375
127,1133.2901611328125,1108.76611328125
128,1087.947021484375,1064.3931884765625
129,1044.5018310546875,1021.9939575195312
130,1002.9302368164062,981.4759521484375
131,963.1278076171875,942.4869995117188
132,924.9852294921875,905.2061157226562
133,888.3888549804688,869.3282470703125
134,853.27392578125,835.0596923828125
135,819.6860961914062,802.1932983398438
136,787.4863891601562,770.852783203125
137,756.7750854492188,740.915771484375
138,727.474609375,712.2049560546875
139,699.3775024414062,684.8453369140625
