,loss,val_loss
0,915541.3125,826272.5625
1,764762.5625,699712.8125
2,656564.4375,609821.0
3,577298.25,541302.375
4,515398.03125,486324.5625
5,464938.03125,440709.03125
6,422614.625,401979.3125
7,386396.78125,368537.71875
8,354939.3125,339293.8125
9,327299.6875,313457.5
10,302790.03125,290446.1875
11,280890.96875,269810.90625
12,261201.21875,251200.015625
13,243402.59375,234330.984375
14,227239.421875,218977.546875
15,212502.71875,204950.296875
16,199018.765625,192093.0625
17,186642.984375,180273.09375
18,175252.28125,169378.9375
19,164742.21875,159314.203125
20,155022.71875,149995.828125
21,146015.859375,141351.015625
22,137653.734375,133317.515625
23,129876.9140625,125839.328125
24,122632.96875,118868.4921875
25,115875.46875,112360.2265625
26,109563.46875,106277.15625
27,103660.078125,100583.7578125
28,98132.3671875,95249.78125
29,92950.890625,90247.03125
30,88088.9921875,85549.9921875
31,83522.578125,81136.3671875
32,79229.9375,76985.4609375
33,75191.1640625,73078.265625
34,71388.2578125,69397.8515625
35,67804.8046875,65928.71875
36,64425.671875,62655.42578125
37,61237.125,59565.77734375
38,58226.484375,56647.98828125
39,55382.1171875,53890.23046875
40,52693.28125,51282.41796875
41,50150.1171875,48815.17578125
42,47743.47265625,46479.78125
43,45464.796875,44268.23046875
44,43306.46484375,42172.42578125
45,41261.0,40185.99609375
46,39321.71484375,38302.30859375
47,37482.41796875,36515.18359375
48,35737.16796875,34819.23828125
49,34080.609375,33209.16796875
50,32507.578125,31680.0546875
51,31013.3984375,30227.17578125
52,29593.642578125,28846.3125
53,28244.119140625,27533.5
54,26961.01953125,26285.521484375
55,25740.62890625,25097.95703125
56,24579.626953125,23968.322265625
57,23474.787109375,22892.970703125
58,22423.0859375,21869.255859375
59,21421.748046875,20894.509765625
60,20468.119140625,19965.5859375
61,19559.697265625,19080.927734375
62,18694.173828125,18238.068359375
63,17869.302734375,17434.76171875
64,17083.021484375,16669.09375
65,16333.353515625,15938.595703125
66,15618.46875,15241.7783203125
67,14936.6123046875,14577.021484375
