,loss,val_loss
0,901620.4375,814723.1875
1,753250.0625,689933.0
2,646797.5,601298.25
3,568775.5625,533737.0
4,507828.28125,479527.375
5,458134.875,434549.28125
6,416448.375,396360.875
7,380771.78125,363386.8125
8,349781.90625,334551.59375
9,322551.21875,309076.59375
10,298402.96875,286386.78125
11,276825.96875,266039.90625
12,257424.90625,247689.15625
13,239886.875,231056.109375
14,223959.8125,215917.140625
15,209437.890625,202085.84375
16,196150.34375,189408.375
17,183954.5,177753.578125
18,172729.15625,167011.578125
19,162371.625,157087.703125
20,152792.984375,147899.40625
21,143916.59375,139375.359375
22,135675.46875,131454.0625
23,128011.078125,124080.671875
24,120871.8203125,117207.0078125
25,114211.9609375,110789.9609375
26,107990.984375,104791.84375
27,102172.765625,99178.328125
28,96724.765625,93918.5625
29,91617.9140625,88985.7890625
30,86826.078125,84354.265625
31,82325.375,80002.5234375
32,78094.4921875,75909.5546875
33,74113.8515625,72057.03125
34,70365.6640625,68427.859375
35,66833.6796875,65006.82421875
36,63503.13671875,61779.6640625
37,60360.3671875,58733.5390625
38,57393.01171875,55856.25390625
39,54589.47265625,53137.203125
40,51939.23828125,50565.63671875
41,49432.57421875,48132.890625
42,47060.4453125,45830.31640625
43,44814.48828125,43649.5234375
44,42687.05078125,41582.91015625
45,40670.9140625,39624.47265625
46,38759.46875,37767.03125
47,36946.5,36004.87890625
48,35226.26953125,34332.7578125
49,33593.453125,32744.931640625
50,32042.978515625,31237.501953125
51,30570.203125,29804.609375
52,29170.78515625,28443.40234375
53,27840.556640625,27148.830078125
54,26575.822265625,25918.1953125
55,25372.916015625,24747.58203125
56,24228.509765625,23633.24609375
57,23139.46484375,22572.78515625
58,22102.814453125,21563.830078125
59,21115.7734375,20602.119140625
60,20175.759765625,19686.453125
61,19280.333984375,18814.328125
62,18427.15625,17983.009765625
63,17614.078125,17190.921875
64,16839.03125,16436.83203125
65,16100.1005859375,15715.3974609375
66,15395.439453125,15028.5458984375
67,14723.33203125,14373.107421875
68,14082.1337890625,13748.349609375
69,13470.3505859375,13151.646484375
70,12886.51953125,12582.525390625
71,12329.28515625,12039.140625
72,11797.3232421875,11520.2568359375
73,11289.3984375,11024.8251953125
74,10804.353515625,10551.7783203125
75,10341.1376953125,10099.5556640625
76,9898.6669921875,9668.001953125
77,9475.9267578125,9256.0205078125
78,9072.00390625,8861.4541015625
79,8685.998046875,8484.9814453125
80,8317.0927734375,8124.75830078125
81,7964.4599609375,7780.92333984375
82,7627.3505859375,7451.52783203125
83,7305.04248046875,7136.826171875
84,6996.8330078125,6836.0361328125
85,6702.0810546875,6548.34912109375
86,6420.1767578125,6273.232421875
87,6150.54296875,6009.912109375
88,5892.59423828125,5758.03759765625
89,5645.79345703125,5517.1435546875
90,5409.6552734375,5286.63671875
91,5183.7138671875,5066.11669921875
92,4967.5107421875,4855.0712890625
93,4760.5927734375,4652.98974609375
94,4562.6025390625,4459.48974609375
95,4373.10888671875,4274.3935546875
96,4191.69091796875,4097.3056640625
97,4017.99853515625,3927.388671875
98,3851.65576171875,3765.077392578125
99,3692.354736328125,3609.49560546875
100,3539.807373046875,3460.299560546875
101,3393.7587890625,3317.793212890625
102,3253.873046875,3181.054931640625
103,3119.8642578125,3050.1123046875
104,2991.51513671875,2924.871826171875
105,2868.549560546875,2804.604248046875
106,2750.751220703125,2689.5478515625
107,2637.87255859375,2579.203369140625
108,2529.710693359375,2473.44677734375
109,2426.07861328125,2372.168212890625
110,2326.80126953125,2275.315185546875
111,2231.715087890625,2182.368896484375
112,2140.59716796875,2093.388671875
113,2053.2998046875,2007.9677734375
114,1969.669189453125,1926.2431640625
115,1889.4996337890625,1848.1749267578125
116,1812.703857421875,1773.0130615234375
117,1739.1275634765625,1701.1021728515625
118,1668.61279296875,1632.4002685546875
119,1601.1221923828125,1566.0882568359375
120,1536.4346923828125,1503.053466796875
121,1474.38720703125,1442.2928466796875
122,1414.958984375,1384.31494140625
123,1358.0213623046875,1328.635986328125
124,1303.5281982421875,1275.7225341796875
125,1251.2999267578125,1224.5274658203125
126,1201.3115234375,1175.6065673828125
127,1153.3824462890625,1128.5426025390625
128,1107.3197021484375,1083.7791748046875
129,1063.1470947265625,1040.26416015625
130,1020.846435546875,999.0554809570312
131,980.2763061523438,959.8779296875
132,941.447265625,921.525634765625
133,904.2315673828125,885.1144409179688
134,868.618408203125,850.8179931640625
135,834.5003662109375,816.9764404296875
136,801.8489990234375,785.0709838867188
137,770.55859375,754.3914184570312
138,740.576904296875,725.2619018554688
139,711.8514404296875,697.3401489257812
140,684.3638305664062,670.2857055664062
141,658.1461791992188,644.7277221679688
142,633.048095703125,620.2823486328125
143,609.0276489257812,596.568115234375
144,585.9322509765625,574.0914306640625
145,563.8897705078125,552.6920166015625
146,542.934326171875,532.2318115234375
147,522.7431640625,512.6058349609375
148,503.3134765625,493.3153381347656
149,484.7315368652344,475.4355163574219
150,467.1130065917969,458.12030029296875
151,450.3172302246094,441.7618103027344
152,434.1156921386719,425.8317565917969
153,418.4129943847656,410.6092529296875
154,403.5022277832031,396.2200012207031
155,389.3559265136719,382.2435607910156
156,375.913818359375,369.0466003417969
157,363.06201171875,356.5918884277344
158,350.7843017578125,344.5683898925781
159,338.9580383300781,333.1311950683594
160,327.69390869140625,322.04522705078125
161,316.8684387207031,311.4780578613281
162,306.5354309082031,301.59405517578125
163,296.8721923828125,292.0999450683594
164,287.6995849609375,283.0223083496094
165,278.8149719238281,274.3009948730469
166,270.31744384765625,266.14068603515625
167,262.2022705078125,258.1434326171875
168,254.44964599609375,250.63864135742188
169,246.9556121826172,243.39883422851562
170,239.76126098632812,236.208251953125
171,232.86996459960938,229.61863708496094
172,226.32400512695312,223.13377380371094
173,219.95938110351562,216.7626495361328
174,213.801025390625,210.8332977294922
175,207.87588500976562,205.14154052734375
176,202.31007385253906,199.6429901123047
177,197.0189666748047,194.47076416015625
178,191.88682556152344,189.3270721435547
179,186.9763641357422,184.71189880371094
180,182.40806579589844,180.2267303466797
181,177.9729766845703,175.89512634277344
182,173.6372528076172,171.4374542236328
183,169.35731506347656,167.35069274902344
184,165.27735900878906,163.35092163085938
185,161.33795166015625,159.4174041748047
186,157.59597778320312,155.7415771484375
187,154.02334594726562,152.38351440429688
188,150.69223022460938,149.1053009033203
189,147.42291259765625,145.86016845703125
190,144.1719207763672,142.6234130859375
191,141.0199432373047,139.6172637939453
192,138.07272338867188,136.77027893066406
193,135.13851928710938,133.75582885742188
194,132.29092407226562,131.03761291503906
195,129.46759033203125,128.2566375732422
196,126.80243682861328,125.58782196044922
197,124.20492553710938,123.11311340332031
198,121.77112579345703,120.77008056640625
199,119.4602279663086,118.43328094482422
200,117.154296875,116.0846939086914
201,114.87886047363281,113.96485137939453
202,112.69146728515625,111.76075744628906
203,110.61919403076172,109.67189025878906
204,108.54625701904297,107.65987396240234
205,106.5090103149414,105.60638427734375
206,104.60769653320312,103.85323333740234
207,102.80435180664062,101.95989990234375
208,100.94995880126953,100.12794494628906
209,99.18910217285156,98.42481231689453
210,97.51155853271484,96.8497314453125
211,95.90706634521484,95.19693756103516
